id,name,phone,email,domain,address,city,zip,country
838,Voonyx,457-899-2844,contact@voonyx.com,Energy,8903 Anderson Parkway,Paris,75000,France
839,Jabbertype,397-716-2469,contact@jabbertype.com,Consumer Durables,50 Buena Vista Drive,Paris,75000,France
840,Einti,468-342-3504,contact@einti.com,n/a,894 Washington Plaza,Rennes,35000,France
841,Quinu,964-390-5017,contact@quinu.com,Capital Goods,96403 Lillian Crossing,Nantes,44000,France
842,Wikizz,984-562-9575,contact@wikizz.com,Technology,65 Pennsylvania Pass,Nantes,44000,France
843,Tanoodle,470-925-9834,contact@tanoodle.com,Basic Industries,32 Crescent Oaks Trail,Lille,59000,France
844,Tekfly,854-163-1299,contact@tekfly.com,Public Utilities,7563 Golden Leaf Point,Lille,59000,France
845,Livepath,651-326-9023,contact@livepath.com,Technology,5049 Mccormick Drive,Lille,59000,France
846,Shuffletag,696-450-6530,contact@shuffletag.com,n/a,4385 Grasskamp Court,Nantes,44000,France
847,Jatri,814-755-0563,contact@jatri.com,Consumer Services,3 Loeprich Junction,Nantes,44000,France
848,Dazzlesphere,744-141-4106,contact@dazzlesphere.com,Consumer Services,22123 Waubesa Parkway,Nantes,44000,France
849,Edgeify,558-986-6202,contact@edgeify.com,Health Care,42 Cordelia Pass,Lille,59000,France
850,Realbuzz,240-174-9326,contact@realbuzz.com,Health Care,0 Golden Leaf Pass,Paris,75000,France
851,Oyondu,549-331-7314,contact@oyondu.com,Finance,078 Clemons Alley,Paris,75000,France
852,Kwimbee,906-595-1605,contact@kwimbee.com,Public Utilities,0035 Bunker Hill Plaza,Lille,59000,France
853,Demivee,507-249-6809,contact@demivee.com,Finance,6 Green Street,Paris,75000,France
854,Photofeed,243-233-1509,contact@photofeed.com,Consumer Services,0538 Katie Plaza,Paris,75000,France
855,Vidoo,230-343-1990,contact@vidoo.com,n/a,6 Shopko Court,Rennes,35000,France
856,Blognation,186-641-6603,contact@blognation.com,Finance,80 Farwell Place,Lille,59000,France
857,Meezzy,725-649-8176,contact@meezzy.com,Finance,36 Melby Pass,Paris,75000,France
858,Demimbu,922-712-8862,contact@demimbu.com,Basic Industries,3137 Summit Hill,Nantes,44000,France
859,Skyndu,408-510-3858,contact@skyndu.com,Technology,274 Larry Park,Paris,75000,France
860,Tagchat,597-907-9225,contact@tagchat.com,Finance,009 Pierstorff Court,Nantes,44000,France
861,Buzzshare,202-123-7241,contact@buzzshare.com,Health Care,5364 Pennsylvania Avenue,Paris,75000,France
862,Thoughtmix,768-374-9352,contact@thoughtmix.com,Technology,97355 Vera Circle,Lille,59000,France
863,Zooxo,226-766-7797,contact@zooxo.com,n/a,25 Duke Terrace,Nantes,44000,France
864,Trilith,945-837-9356,contact@trilith.com,n/a,664 Elgar Parkway,Lille,59000,France
865,Blognation,642-117-2702,contact@blognation.com,Public Utilities,04 Mcbride Center,Nantes,44000,France
866,Muxo,268-109-3418,contact@muxo.com,Technology,36287 Hayes Terrace,Paris,75000,France
867,Yoveo,679-118-3389,contact@yoveo.com,Finance,30 West Point,Nantes,44000,France
868,Plambee,938-533-2909,contact@plambee.com,n/a,23194 Merchant Terrace,Paris,75000,France
869,Flashpoint,699-796-0709,contact@flashpoint.com,n/a,879 Graedel Place,Nantes,44000,France
870,Roomm,428-914-4729,contact@roomm.com,Health Care,93 Montana Way,Rennes,35000,France
871,Dynazzy,242-664-8006,contact@dynazzy.com,Capital Goods,32899 Holmberg Park,Paris,75000,France
872,Viva,197-305-5037,contact@viva.com,Health Care,761 Maywood Avenue,Rennes,35000,France
873,Quatz,673-206-3280,contact@quatz.com,n/a,65116 Dexter Street,Lille,59000,France
874,Skibox,831-398-1980,contact@skibox.com,Consumer Services,42 Rutledge Trail,Paris,75000,France
875,Youopia,704-850-5796,contact@youopia.com,Technology,05 Muir Way,Paris,75000,France
876,Skinte,987-781-2880,contact@skinte.com,Capital Goods,8824 Autumn Leaf Terrace,Rennes,35000,France
877,Eimbee,136-886-0714,contact@eimbee.com,Public Utilities,0009 Stang Place,Lille,59000,France
878,Meembee,643-879-9305,contact@meembee.com,Consumer Services,23 Sage Avenue,Rennes,35000,France
879,Riffwire,495-842-5572,contact@riffwire.com,Consumer Services,2158 Toban Terrace,Nantes,44000,France
880,Vinder,778-242-0694,contact@vinder.com,Energy,7256 Fieldstone Crossing,Rennes,35000,France
881,Brainverse,664-949-3759,contact@brainverse.com,Basic Industries,31 Algoma Trail,Paris,75000,France
882,Abatz,314-678-3446,contact@abatz.com,n/a,80 Mcbride Court,Paris,75000,France
883,Skalith,426-145-9768,contact@skalith.com,Health Care,12355 David Terrace,Rennes,35000,France
884,Zooveo,769-119-2281,contact@zooveo.com,n/a,61 Talmadge Crossing,Nantes,44000,France
885,Skynoodle,665-664-6455,contact@skynoodle.com,n/a,34 Brown Avenue,Lille,59000,France
886,Yodoo,401-213-7086,contact@yodoo.com,Consumer Durables,7 Karstens Drive,Rennes,35000,France
887,Kimia,132-420-8487,contact@kimia.com,Finance,344 Harper Crossing,Nantes,44000,France
888,Camimbo,382-380-6665,contact@camimbo.com,Consumer Non-Durables,161 Logan Center,Paris,75000,France
889,Divape,245-385-1556,contact@divape.com,Capital Goods,353 Haas Court,Paris,75000,France
890,Yacero,674-207-2550,contact@yacero.com,Consumer Services,9286 Northwestern Street,Nantes,44000,France
891,Eabox,344-572-2334,contact@eabox.com,Consumer Non-Durables,5728 Burning Wood Place,Lille,59000,France
892,Demizz,650-762-7167,contact@demizz.com,Finance,434 Monica Pass,Lille,59000,France
893,Edgeblab,966-191-3964,contact@edgeblab.com,Finance,5 Novick Pass,Lille,59000,France
894,Gigashots,672-518-1194,contact@gigashots.com,Consumer Services,6 Mallory Terrace,Paris,75000,France
895,Myworks,877-794-9976,contact@myworks.com,Consumer Non-Durables,36 Stang Way,Lille,59000,France
896,Skaboo,504-104-6390,contact@skaboo.com,Technology,00372 Armistice Plaza,Paris,75000,France
897,Jabberbean,919-840-7953,contact@jabberbean.com,Consumer Services,7119 Westridge Trail,Paris,75000,France
898,Livefish,296-794-5030,contact@livefish.com,Energy,0 Mitchell Plaza,Paris,75000,France
899,Latz,666-200-8797,contact@latz.com,Technology,88 Warbler Hill,Rennes,35000,France
900,Chatterpoint,782-380-1632,contact@chatterpoint.com,Consumer Services,0 Forest Plaza,Rennes,35000,France
901,Agimba,665-907-6151,contact@agimba.com,Technology,32 Blue Bill Park Avenue,Rennes,35000,France
902,Innotype,302-683-3862,contact@innotype.com,Health Care,9607 Logan Junction,Rennes,35000,France
903,Gigabox,418-579-2443,contact@gigabox.com,n/a,85 Summer Ridge Parkway,Lille,59000,France
904,Feedfish,268-196-1022,contact@feedfish.com,Public Utilities,0176 Cascade Crossing,Paris,75000,France
905,Topiclounge,450-650-2491,contact@topiclounge.com,Transportation,5 Portage Crossing,Nantes,44000,France
906,Skinix,964-821-0277,contact@skinix.com,Energy,20 Maryland Way,Paris,75000,France
907,Wordware,619-138-1740,contact@wordware.com,Consumer Services,43540 Main Pass,Nantes,44000,France
908,Katz,892-411-6535,contact@katz.com,Consumer Services,631 Katie Way,Rennes,35000,France
909,Twitterbridge,920-815-6840,contact@twitterbridge.com,n/a,03942 Swallow Center,Rennes,35000,France
910,Fliptune,586-669-6876,contact@fliptune.com,Technology,8 Carioca Circle,Nantes,44000,France
911,Gabtune,787-981-2659,contact@gabtune.com,Capital Goods,925 Stoughton Circle,Paris,75000,France
912,Devcast,505-657-6165,contact@devcast.com,Finance,565 Carpenter Plaza,Nantes,44000,France
913,Zoomlounge,533-134-8373,contact@zoomlounge.com,Basic Industries,091 Carpenter Trail,Rennes,35000,France
914,Centimia,275-864-0992,contact@centimia.com,Health Care,3 Shelley Junction,Lille,59000,France
915,Quinu,724-804-1936,contact@quinu.com,n/a,2 Cottonwood Alley,Lille,59000,France
916,Meevee,402-218-2749,contact@meevee.com,Finance,03 Clyde Gallagher Crossing,Paris,75000,France
917,Layo,624-955-8789,contact@layo.com,Public Utilities,961 Bay Junction,Nantes,44000,France
918,Photobug,501-309-4168,contact@photobug.com,Public Utilities,9517 Village Green Circle,Rennes,35000,France
919,Tagfeed,573-384-5846,contact@tagfeed.com,Health Care,5245 Warbler Crossing,Rennes,35000,France
920,Plambee,726-536-5088,contact@plambee.com,Transportation,020 Del Mar Court,Lille,59000,France
921,Yacero,187-598-1416,contact@yacero.com,n/a,6 Pankratz Terrace,Nantes,44000,France
922,Kwinu,374-990-2341,contact@kwinu.com,Technology,6558 Roth Pass,Lille,59000,France
923,Lazz,912-262-2410,contact@lazz.com,Basic Industries,2930 Spaight Crossing,Lille,59000,France
924,Twinte,804-946-6864,contact@twinte.com,Health Care,5505 Fieldstone Circle,Paris,75000,France
925,Topicstorm,278-590-7191,contact@topicstorm.com,Finance,3 Ridgeway Parkway,Nantes,44000,France
926,Brainverse,603-104-8560,contact@brainverse.com,n/a,24 Hintze Drive,Lille,59000,France
927,Feedmix,965-227-4449,contact@feedmix.com,Health Care,3236 David Pass,Paris,75000,France
928,Riffpedia,380-187-5520,contact@riffpedia.com,Miscellaneous,8846 Express Lane,Rennes,35000,France
929,Vinte,544-196-9710,contact@vinte.com,Public Utilities,0608 Dahle Place,Nantes,44000,France
930,Mymm,781-213-5918,contact@mymm.com,Finance,5718 Pawling Point,Paris,75000,France
931,Meevee,817-808-9754,contact@meevee.com,Capital Goods,7 Fremont Junction,Paris,75000,France
932,Twitternation,682-178-8905,contact@twitternation.com,n/a,72 Kings Avenue,Lille,59000,France
933,Cogidoo,470-964-6106,contact@cogidoo.com,n/a,52767 Onsgard Point,Lille,59000,France
934,Brightdog,352-160-9619,contact@brightdog.com,n/a,25 Nova Terrace,Paris,75000,France
935,Eare,915-251-7570,contact@eare.com,Technology,1 Hallows Pass,Paris,75000,France
936,Photospace,376-715-9394,contact@photospace.com,Technology,71 Lunder Point,Nantes,44000,France
937,Fiveclub,916-325-7779,contact@fiveclub.com,Health Care,81536 Carey Park,Rennes,35000,France
938,Aibox,267-690-6316,contact@aibox.com,Finance,66 Clarendon Center,Paris,75000,France
939,Dabjam,561-667-3722,contact@dabjam.com,Finance,3079 Sundown Pass,Lille,59000,France
940,Oloo,909-932-6793,contact@oloo.com,Finance,00778 Crest Line Street,Paris,75000,France
941,Trunyx,676-529-8342,contact@trunyx.com,n/a,0 Mallory Hill,Paris,75000,France
942,Realpoint,538-714-0922,contact@realpoint.com,Energy,028 Scoville Trail,Lille,59000,France
943,Avamm,809-259-2870,contact@avamm.com,Consumer Services,60 Park Meadow Drive,Nantes,44000,France
944,Jetwire,176-226-2366,contact@jetwire.com,n/a,935 Maple Crossing,Lille,59000,France
945,Skyba,217-925-9037,contact@skyba.com,Finance,612 Delladonna Park,Paris,75000,France
946,Trudoo,287-524-4943,contact@trudoo.com,n/a,5 Portage Lane,Paris,75000,France
947,Vinder,824-251-2939,contact@vinder.com,Energy,7 Ridgeview Circle,Nantes,44000,France
948,Vinder,173-870-2564,contact@vinder.com,Finance,7613 Johnson Road,Paris,75000,France
949,Layo,809-536-6091,contact@layo.com,Technology,89 Jenna Hill,Paris,75000,France
950,Realblab,165-417-1507,contact@realblab.com,Public Utilities,52 Rowland Way,Nantes,44000,France
951,Jabberstorm,419-587-4688,contact@jabberstorm.com,Consumer Non-Durables,6074 Banding Hill,Lille,59000,France
952,Camido,615-809-2643,contact@camido.com,Capital Goods,8363 Northland Park,Paris,75000,France
953,Quaxo,483-321-1027,contact@quaxo.com,Public Utilities,90235 2nd Avenue,Rennes,35000,France
954,Trudeo,722-648-6607,contact@trudeo.com,Basic Industries,41446 Mallard Court,Lille,59000,France
955,Jayo,780-631-5488,contact@jayo.com,Technology,98 Dakota Plaza,Lille,59000,France
956,Gabtype,545-135-4764,contact@gabtype.com,Finance,67 Chinook Lane,Paris,75000,France
957,Trudoo,507-540-8492,contact@trudoo.com,n/a,15 Boyd Lane,Rennes,35000,France
958,Blogspan,427-649-9162,contact@blogspan.com,Consumer Services,80 Pearson Place,Nantes,44000,France
959,Yozio,925-220-7127,contact@yozio.com,Finance,4 Dakota Trail,Nantes,44000,France
960,Youfeed,190-492-3785,contact@youfeed.com,Energy,1059 Bay Road,Nantes,44000,France
961,Youfeed,777-773-4595,contact@youfeed.com,Public Utilities,40 Moose Way,Paris,75000,France
962,Edgepulse,566-599-1312,contact@edgepulse.com,Technology,52 Transport Terrace,Rennes,35000,France
963,Jabbersphere,110-142-1653,contact@jabbersphere.com,Health Care,9 Vernon Lane,Rennes,35000,France
964,Thoughtbeat,134-582-9572,contact@thoughtbeat.com,Health Care,1 Mesta Junction,Rennes,35000,France
965,Topdrive,570-589-8714,contact@topdrive.com,Capital Goods,8449 2nd Point,Nantes,44000,France
966,Twitterbeat,424-860-3847,contact@twitterbeat.com,Public Utilities,31454 Dexter Pass,Lille,59000,France
967,Feedspan,652-844-4961,contact@feedspan.com,Basic Industries,77802 Emmet Point,Nantes,44000,France
968,Zoomlounge,697-231-2480,contact@zoomlounge.com,Health Care,405 Talisman Lane,Lille,59000,France
969,Edgetag,926-197-3143,contact@edgetag.com,Technology,772 Bayside Alley,Paris,75000,France
970,Jaxbean,931-759-6655,contact@jaxbean.com,Consumer Services,11626 Steensland Circle,Rennes,35000,France
971,Yodel,202-515-7985,contact@yodel.com,Health Care,731 Barnett Avenue,Nantes,44000,France
972,Zoomzone,270-659-0930,contact@zoomzone.com,Health Care,1679 Russell Center,Nantes,44000,France
973,Youspan,286-183-9096,contact@youspan.com,n/a,22 Summerview Point,Paris,75000,France
974,Yodoo,678-854-7145,contact@yodoo.com,n/a,9 Waywood Alley,Nantes,44000,France
975,Blogpad,555-777-8610,contact@blogpad.com,n/a,4914 Monterey Parkway,Lille,59000,France
976,Browsezoom,567-102-0196,contact@browsezoom.com,Finance,13 Esker Road,Rennes,35000,France
977,Yacero,394-127-2848,contact@yacero.com,Consumer Non-Durables,8 Kensington Plaza,Nantes,44000,France
978,Leexo,589-355-0573,contact@leexo.com,Basic Industries,647 Manufacturers Road,Nantes,44000,France
979,Yacero,901-346-0016,contact@yacero.com,Consumer Services,29391 Nevada Avenue,Nantes,44000,France
980,Topdrive,407-414-3807,contact@topdrive.com,n/a,72 Aberg Trail,Paris,75000,France
981,Gabtune,767-270-1834,contact@gabtune.com,Basic Industries,60892 Corben Park,Lille,59000,France
982,Trilia,492-975-4206,contact@trilia.com,n/a,81975 Stone Corner Pass,Nantes,44000,France
983,Photobug,978-126-4896,contact@photobug.com,Finance,026 Lien Junction,Paris,75000,France
984,Browsebug,443-186-3262,contact@browsebug.com,Finance,798 Comanche Drive,Nantes,44000,France
985,Photojam,395-379-8828,contact@photojam.com,Finance,8 Forest Dale Road,Lille,59000,France
986,Rooxo,675-471-1760,contact@rooxo.com,n/a,7 West Drive,Paris,75000,France
987,Edgetag,982-215-3465,contact@edgetag.com,Consumer Services,166 Sunnyside Road,Lille,59000,France
988,Tagopia,334-817-2297,contact@tagopia.com,Health Care,3 Melody Avenue,Lille,59000,France
989,Talane,842-812-5482,contact@talane.com,n/a,57 Pleasure Alley,Rennes,35000,France
990,Roodel,958-190-6606,contact@roodel.com,n/a,550 Cardinal Place,Rennes,35000,France
991,Twitterlist,881-464-8399,contact@twitterlist.com,Finance,188 Tennessee Alley,Nantes,44000,France
992,JumpXS,240-956-8899,contact@jumpxs.com,Technology,85168 Merry Plaza,Paris,75000,France
993,Tagtune,864-437-9733,contact@tagtune.com,Finance,3326 Bayside Avenue,Paris,75000,France
994,Skinix,323-896-3119,contact@skinix.com,n/a,10 Sullivan Road,Rennes,35000,France
995,Quire,618-956-3283,contact@quire.com,Finance,8 Mandrake Way,Paris,75000,France
996,Realcube,392-579-8383,contact@realcube.com,n/a,2327 Coleman Center,Nantes,44000,France
997,Innojam,615-842-0905,contact@innojam.com,Technology,34 Union Park,Nantes,44000,France
998,Jazzy,343-942-2281,contact@jazzy.com,Health Care,378 Bonner Junction,Paris,75000,France
999,Realpoint,821-751-1219,contact@realpoint.com,Capital Goods,81476 Prairieview Pass,Paris,75000,France
1000,Meeveo,486-341-1380,contact@meeveo.com,Capital Goods,46 Brickson Park Junction,Rennes,35000,France
